run_name,run_id,data_version,include_food,include_rain,include_text,conflict_only_embeddings,use_pca,k,n_splits,event_col,optimal_threshold,n_predictors,onset_aupr,onset_precision_class1,onset_recall_class1,onset_f1_class1,active_aupr,active_precision_class1,active_recall_class1,active_f1_class1,param_subsample,param_reg_lambda,param_reg_alpha,param_min_child_weight,param_max_depth,param_max_delta_step,param_learning_rate,param_gamma,param_colsample_bytree,param_colsample_bylevel,param_k,param_n_splits,param_event_col
acled_sub_food_rain_text_all_pca_1_5,fba39ad9e7c547688ab2a4f56ab26772,acled_sub_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,TRUE,1,5,sub_event_type,0.1064,75,0.3367,0.3096,0.9242,0.4639,0.3203,0.2655,0.8103,0.4,1,5,0.1,1,5,0,0.1,3,0.8,0.8,1,5,sub_event_type
acled_sub_food_rain_text_all_1_5,a0999ccd2d9144c985374d5baa677a8a,acled_sub_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,1,5,sub_event_type,0.0444,800,0.3344,0.3056,1,0.4681,0.3728,0.2736,1,0.4296,0.6,1,1,1,3,0,0.1,1,0.6,0.8,1,5,sub_event_type
acled_event_food_rain_text_conflict_1_4,71b6475daeda4dd3809d5395dbbbc114,acled_event_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,1,4,event_type,0.2373,782,0.3685,0.3056,1,0.4681,0.3328,0.2685,1,0.4234,1,1,1,5,3,5,0.01,1,0.8,0.6,1,4,event_type
acled_event_food_rain_text_conflict_pca_1_5,34712e7f5f76457eb58869c96a15f45f,acled_event_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,TRUE,1,5,event_type,0.3921,38,0.3375,0.307,1,0.4698,0.3513,0.2685,1,0.4234,0.6,10,0.1,1,3,1,0.01,5,0.6,0.8,1,5,event_type
acled_event_food_rain_text_conflict_1_5,b483ed1dccc442b785cc3aa3b0adda4c,acled_event_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,1,5,event_type,0.3738,782,0.3828,0.3084,1,0.4714,0.3165,0.2685,1,0.4234,0.8,10,2,3,3,5,0.01,5,0.8,0.8,1,5,event_type
acled_event_food_rain_text_all_1_4,aa521bd38c1b4dc084c68ff6e9fa934f,acled_event_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,1,4,event_type,0.2112,782,0.3247,0.3112,0.9242,0.4656,0.3763,0.2935,0.931,0.4463,0.6,10,0,5,7,0,0.05,5,1,1,1,4,event_type
acled_event_food_rain_text_all_pca_1_5,ce4fd7bdc82f406fa3db764c16eb3f7f,acled_event_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,TRUE,1,5,event_type,0.2109,57,0.283,0.2909,0.7273,0.4156,0.3882,0.313,0.7069,0.4339,1,1,1,5,3,0,0.05,3,1,0.8,1,5,event_type
acled_event_food_rain_text_all_1_5,cb3d35f4955841208412db4ba704007c,acled_event_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,1,5,event_type,0.0668,782,0.3707,0.3147,0.9394,0.4715,0.3616,0.2914,0.8793,0.4378,1,1,0.1,3,3,5,0.1,1,0.6,1,1,5,event_type
acled_sub_food_rain_0.25_5,5ed16f7b14624c6888eaa317c1589fce,acled_sub_food_rain,TRUE,TRUE,FALSE,FALSE,FALSE,0.25,5,sub_event_type,0.3359,31,0.3856,0.4256,0.9121,0.5804,0.4777,0.3978,0.7826,0.5275,1,1,0,3,7,5,0.01,3,1,1,0.25,5,sub_event_type
acled_event_food_rain_0.25_5,2f8c345ca7d64048bc73a774fd14fe5f,acled_event_food_rain,TRUE,TRUE,FALSE,FALSE,FALSE,0.25,5,event_type,0.2687,13,0.4183,0.4213,1,0.5928,0.4332,0.4233,0.9891,0.5928,1,5,0.1,3,3,1,0.03,0,1,0.6,0.25,5,event_type
acled_sub_food_rain_0.5_5,1bd92bc96f6643198598afacc67c4fb7,acled_sub_food_rain,TRUE,TRUE,FALSE,FALSE,FALSE,0.5,5,sub_event_type,0.3786,31,0.3562,0.3444,0.65,0.4502,0.4124,0.3858,0.5976,0.4689,0.8,5,2,5,7,5,0.05,5,1,0.6,0.5,5,sub_event_type
acled_event_food_rain_0.5_5,29332fc047604f868401e1231827a843,acled_event_food_rain,TRUE,TRUE,FALSE,FALSE,FALSE,0.5,5,event_type,0.3242,13,0.3387,0.3522,0.7,0.4686,0.4061,0.3862,0.6829,0.4934,0.6,1,2,3,5,0,0.05,5,0.6,1,0.5,5,event_type
acled_sub_food_rain_1_5,13aa5864a72340bab18a0b3aae5a7af7,acled_sub_food_rain,TRUE,TRUE,FALSE,FALSE,FALSE,1,5,sub_event_type,0.0995,31,0.3268,0.2941,0.8333,0.4348,0.3272,0.2976,0.8621,0.4425,1,1,0.1,3,3,5,0.1,1,0.6,1,1,5,sub_event_type
acled_event_food_rain_1_5,276e8740d8ba4db98e926b8d4017b143,acled_event_food_rain,TRUE,TRUE,FALSE,FALSE,FALSE,1,5,event_type,0.0927,13,0.3058,0.2888,0.8182,0.4269,0.3295,0.2842,0.931,0.4355,0.6,1,0.1,1,3,0,0.1,1,0.6,0.6,1,5,event_type
acled_sub_food_text_conflict_0.25_4,1c8506f77cae4e56ba0e9d6027d24ff7,acled_sub_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,0.25,4,sub_event_type,0.4207,799,0.4873,0.4213,1,0.5928,0.3997,0.4279,1,0.5993,0.8,10,2,3,3,5,0.01,5,0.8,0.8,0.25,4,sub_event_type
acled_sub_food_text_conflict_pca_0.25_5,97770c8b27f64c2b99bafa38787be7ed,acled_sub_food_text_conflict,TRUE,FALSE,TRUE,TRUE,TRUE,0.25,5,sub_event_type,0.1997,55,0.4208,0.402,0.8791,0.5517,0.4254,0.4457,0.8913,0.5942,0.6,1,1,3,5,0,0.1,5,0.6,1,0.25,5,sub_event_type
acled_sub_food_text_conflict_0.25_5,370e628e14fc44398ccda7beb63f10e2,acled_sub_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,0.25,5,sub_event_type,0.0981,799,0.5003,0.4213,1,0.5928,0.4524,0.4259,1,0.5974,1,1,1,5,7,5,0.1,1,0.6,0.6,0.25,5,sub_event_type
acled_sub_food_text_all_0.25_4,50afd75b6e894bf6b9ccc86353ae1155,acled_sub_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,0.25,4,sub_event_type,0.1787,799,0.4365,0.4213,1,0.5928,0.4209,0.4259,1,0.5974,0.6,5,0,3,3,0,0.03,3,0.6,1,0.25,4,sub_event_type
acled_sub_food_text_all_pca_0.25_5,1cb3688cc05a4a4fad0a1164b8340de3,acled_sub_food_text_all,TRUE,FALSE,TRUE,FALSE,TRUE,0.25,5,sub_event_type,0.1824,74,0.4753,0.4213,1,0.5928,0.4514,0.4259,1,0.5974,0.8,1,0,5,3,1,0.03,0,0.8,0.6,0.25,5,sub_event_type
acled_sub_food_text_all_0.25_5,5857ee7e2e03452490803b7e7b4e4c19,acled_sub_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,0.25,5,sub_event_type,0.1125,799,0.424,0.4213,1,0.5928,0.4003,0.4259,1,0.5974,0.6,10,1,3,7,1,0.05,5,0.6,1,0.25,5,sub_event_type
acled_event_food_text_conflict_0.25_4,f0c45fb63f96467680ca0c9bfe5340c1,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,0.25,4,event_type,0.4142,781,0.5023,0.4213,1,0.5928,0.41,0.4259,1,0.5974,0.8,10,2,3,3,5,0.01,5,0.8,0.8,0.25,4,event_type
acled_event_food_text_conflict_pca_0.25_5,27311ee1c3e94c0a9068d9b74a592c91,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,TRUE,0.25,5,event_type,0.3058,37,0.4468,0.4213,1,0.5928,0.4242,0.4259,1,0.5974,0.8,10,0,1,7,5,0.01,0,0.8,0.6,0.25,5,event_type
acled_event_food_text_conflict_0.25_5,614f03b9ed2744da97f359ef71091115,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,0.25,5,event_type,0.2976,781,0.4552,0.4213,1,0.5928,0.466,0.4259,1,0.5974,0.8,5,1,3,5,0,0.01,0,1,0.8,0.25,5,event_type
acled_event_food_text_all_0.25_4,4687dfacbe2d4fd4a0d1855e02a998db,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,0.25,4,event_type,0.1961,781,0.4302,0.4211,0.967,0.5867,0.4122,0.4272,0.9891,0.5967,0.8,10,1,5,7,1,0.1,3,0.6,0.8,0.25,4,event_type
acled_event_food_text_all_pca_0.25_5,9ffe30f1a350439da62d4fe84a970ba4,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,TRUE,0.25,5,event_type,0.1127,56,0.4495,0.4213,1,0.5928,0.4292,0.4259,1,0.5974,0.6,1,1,1,3,1,0.05,3,0.8,0.8,0.25,5,event_type
acled_event_food_text_all_0.25_5,807a23fbff0e4a89a8a80bb352a3bc28,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,0.25,5,event_type,0.1929,781,0.449,0.4213,1,0.5928,0.4652,0.4259,1,0.5974,0.6,10,0.1,3,3,1,0.03,1,1,0.6,0.25,5,event_type
acled_sub_food_text_conflict_0.5_4,8f006ae7ee954e5f967e861429112340,acled_sub_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,0.5,4,sub_event_type,0.1873,799,0.4043,0.3721,1,0.5424,0.4003,0.3767,0.9878,0.5455,0.6,10,1,5,7,5,0.1,5,0.6,0.6,0.5,4,sub_event_type
acled_sub_food_text_conflict_pca_0.5_5,8394f5b3048f49aa865996011c10a7cd,acled_sub_food_text_conflict,TRUE,FALSE,TRUE,TRUE,TRUE,0.5,5,sub_event_type,0.1331,55,0.4191,0.3704,1,0.5405,0.4202,0.3857,0.9878,0.5548,0.8,10,1,5,3,5,0.1,1,1,0.8,0.5,5,sub_event_type
acled_sub_food_text_conflict_0.5_5,237de98e01a344c59c7c32f0d1250a57,acled_sub_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,0.5,5,sub_event_type,0.0858,799,0.4025,0.3704,1,0.5405,0.3601,0.3814,1,0.5522,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.5,5,sub_event_type
acled_sub_food_text_all_0.5_4,c496ed20bca44dc7a8d89074d0ac92c1,acled_sub_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,0.5,4,sub_event_type,0.1219,799,0.3822,0.3704,1,0.5405,0.4196,0.3796,1,0.5503,0.6,5,1,5,7,1,0.05,0,0.6,0.6,0.5,4,sub_event_type
acled_sub_food_text_all_pca_0.5_5,63d9d0c3416842d0a8a620afb05e285d,acled_sub_food_text_all,TRUE,FALSE,TRUE,FALSE,TRUE,0.5,5,sub_event_type,0.0842,74,0.3778,0.3704,1,0.5405,0.3797,0.3756,0.9756,0.5424,0.6,10,1,1,5,5,0.1,1,0.6,0.8,0.5,5,sub_event_type
acled_sub_food_text_all_0.5_5,1a5e44e565f348f8910f83f9b7d58ab0,acled_sub_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,0.5,5,sub_event_type,0.0484,799,0.3457,0.3704,1,0.5405,0.3609,0.3796,1,0.5503,0.6,10,1,1,5,5,0.1,1,0.6,0.8,0.5,5,sub_event_type
acled_event_food_text_conflict_0.5_4,cfde5ebb45f6454b864f3fbc34eb993e,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,0.5,4,event_type,0.1937,781,0.4575,0.3704,1,0.5405,0.4012,0.3796,1,0.5503,0.6,10,2,5,3,1,0.05,5,0.6,0.8,0.5,4,event_type
acled_event_food_text_conflict_pca_0.5_5,5c42bf317a464ae085e6265fa890ac05,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,TRUE,0.5,5,event_type,0.1026,37,0.3754,0.3791,1,0.5498,0.3947,0.3832,1,0.5541,0.6,5,2,5,7,0,0.1,1,0.6,0.6,0.5,5,event_type
acled_event_food_text_conflict_0.5_5,b8ff3d7894c9403b9209bf6fc85ea432,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,0.5,5,event_type,0.3138,781,0.4209,0.3704,1,0.5405,0.4106,0.3796,1,0.5503,0.6,10,0.1,1,3,1,0.01,5,0.6,0.8,0.5,5,event_type
acled_event_food_text_all_0.5_4,5ebefe81ea2746dda544b9d8dfc7186b,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,0.5,4,event_type,0.3276,781,0.3655,0.3721,1,0.5424,0.3985,0.3796,1,0.5503,0.8,5,1,3,5,0,0.01,0,1,0.8,0.5,4,event_type
acled_event_food_text_all_pca_0.5_5,a07dc5921a64445badda3200f25fafcb,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,TRUE,0.5,5,event_type,0.0464,56,0.3716,0.3704,1,0.5405,0.391,0.3796,1,0.5503,1,5,0,1,3,5,0.1,0,1,0.6,0.5,5,event_type
acled_event_food_text_all_0.5_5,3161c64ebd064a968609a374f5bb8de4,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,0.5,5,event_type,0.1423,781,0.3896,0.3704,1,0.5405,0.3962,0.3796,1,0.5503,0.6,10,2,5,5,1,0.05,1,0.8,0.6,0.5,5,event_type
acled_sub_food_text_conflict_1_4,ee986fc47bd2425ea59cbd06848a1c0a,acled_sub_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,1,4,sub_event_type,0.4279,799,0.4146,0.3533,0.803,0.4907,0.3349,0.3158,0.8276,0.4571,0.8,5,2,5,3,0,0.01,0,0.8,0.6,1,4,sub_event_type
acled_sub_food_text_conflict_pca_1_5,ab54dfbbfa724b5fa0c591478ab4a463,acled_sub_food_text_conflict,TRUE,FALSE,TRUE,TRUE,TRUE,1,5,sub_event_type,0.2256,55,0.3837,0.3012,0.7576,0.431,0.3614,0.3101,0.6897,0.4278,1,1,0.1,5,3,0,0.03,0,0.8,0.6,1,5,sub_event_type
acled_sub_food_text_conflict_1_5,6b26e3b157ae4823bf74708c6f3f3b9e,acled_sub_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,1,5,sub_event_type,0.3793,799,0.4146,0.3084,1,0.4714,0.3349,0.2698,1,0.4249,0.8,5,2,5,3,0,0.01,0,0.8,0.6,1,5,sub_event_type
acled_sub_food_text_all_1_4,89b36a6276cc42eea80166a7696ccbc2,acled_sub_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,1,4,sub_event_type,0.2903,799,0.3197,0.2913,0.9091,0.4412,0.3373,0.27,0.931,0.4186,1,5,0.1,5,5,0,0.01,3,1,1,1,4,sub_event_type
acled_sub_food_text_all_pca_1_5,173ce7bc69724b408f02051fbda89f32,acled_sub_food_text_all,TRUE,FALSE,TRUE,FALSE,TRUE,1,5,sub_event_type,0.1371,74,0.3408,0.3085,0.8788,0.4567,0.3772,0.2873,0.8966,0.4351,1,10,0.1,5,5,5,0.1,3,0.6,0.8,1,5,sub_event_type
acled_sub_food_text_all_1_5,e1695e50e0d640198b7a76163b58e065,acled_sub_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,1,5,sub_event_type,0.06,799,0.3089,0.3056,1,0.4681,0.3098,0.2685,1,0.4234,0.6,10,1,5,7,5,0.1,5,0.6,0.6,1,5,sub_event_type
acled_event_food_text_conflict_1_4,4a819d2c925843e095683249925a1388,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,1,4,event_type,0.2607,781,0.369,0.3056,1,0.4681,0.3149,0.2698,1,0.4249,1,1,2,3,3,5,0.01,3,0.6,1,1,4,event_type
acled_event_food_text_conflict_pca_1_5,404488b5a75a444d9b578bec1d73d925,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,TRUE,1,5,event_type,0.365,37,0.3534,0.3081,0.9848,0.4693,0.3784,0.2736,1,0.4296,0.6,1,0,1,3,1,0.01,1,0.6,1,1,5,event_type
acled_event_food_text_conflict_1_5,7590c113c5574cb082467ccb6ba423a7,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,FALSE,1,5,event_type,0.0255,781,0.3848,0.3056,1,0.4681,0.377,0.2685,1,0.4234,0.8,1,0,5,3,5,0.05,0,0.6,0.8,1,5,event_type
acled_event_food_text_all_1_4,0ae05fb6a05b4c31840c8993e3e085d9,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,1,4,event_type,0.0547,781,0.3186,0.3084,1,0.4714,0.3366,0.267,0.9483,0.4167,1,5,0,1,3,5,0.1,0,1,0.6,1,4,event_type
acled_event_food_text_all_pca_1_5,b522df0df7854341be29238f85ccfe33,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,TRUE,1,5,event_type,0.0601,56,0.3044,0.3058,0.9545,0.4632,0.3441,0.269,0.9138,0.4157,1,5,0,3,3,0,0.1,1,1,0.8,1,5,event_type
acled_event_food_text_all_1_5,b509ccc3dd3a4ad2844ba1d6cb67a36d,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,FALSE,1,5,event_type,0.1449,781,0.3026,0.2899,0.7424,0.417,0.3667,0.2922,0.7759,0.4245,0.6,1,2,5,3,0,0.1,3,1,0.8,1,5,event_type
acled_sub_food_0.25_5,b7bd67d586864a2d90ad3df7e3eaa1fd,acled_sub_food,TRUE,FALSE,FALSE,FALSE,FALSE,0.25,5,sub_event_type,0.3821,30,0.4536,0.4233,1,0.5948,0.433,0.4259,1,0.5974,0.6,10,1,5,7,5,0.1,5,0.6,0.6,0.25,5,sub_event_type
acled_event_food_0.25_5,a20bb150e7dc4ba498d9e7f53624b729,acled_event_food,TRUE,FALSE,FALSE,FALSE,FALSE,0.25,5,event_type,0.2012,12,0.4309,0.4206,0.989,0.5902,0.4416,0.4272,0.9891,0.5967,1,5,0,3,3,0,0.1,1,1,0.8,0.25,5,event_type
acled_sub_food_0.5_5,591ef3074fda486aad226ceb06d972db,acled_sub_food,TRUE,FALSE,FALSE,FALSE,FALSE,0.5,5,sub_event_type,0.2287,30,0.3952,0.3636,0.8,0.5,0.3911,0.3708,0.8049,0.5077,0.8,10,1,5,7,1,0.1,3,1,1,0.5,5,sub_event_type
acled_event_food_0.5_5,12f82cdde1004b888ddf7f8a576676e6,acled_event_food,TRUE,FALSE,FALSE,FALSE,FALSE,0.5,5,event_type,0.3151,12,0.386,0.3503,0.6875,0.4641,0.3777,0.4048,0.622,0.4904,0.8,1,0.1,3,7,5,0.05,5,0.8,0.8,0.5,5,event_type
acled_sub_food_1_5,3802eebeba4b4e3ea557a318343971a6,acled_sub_food,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,sub_event_type,0.056,30,0.351,0.3113,1,0.4748,0.3535,0.2775,1,0.4345,0.8,1,0.1,3,5,5,0.05,1,1,0.8,1,5,sub_event_type
acled_event_food_1_5,afef5f71af3e4c1389f662569700292b,acled_event_food,TRUE,FALSE,FALSE,FALSE,FALSE,1,5,event_type,0.2863,12,0.3213,0.3121,0.6667,0.4251,0.3365,0.3165,0.8621,0.463,0.6,10,2,1,7,0,0.05,0,0.8,1,1,5,event_type
acled_sub_rain_text_conflict_0.25_4,1db0ba8779384fb58aaf31bc1ab0688c,acled_sub_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,FALSE,0.25,4,sub_event_type,0.421,797,0.4789,0.4213,1,0.5928,0.393,0.4299,1,0.6013,0.8,10,2,3,3,5,0.01,5,0.8,0.8,0.25,4,sub_event_type
acled_sub_rain_text_conflict_pca_0.25_5,29b35378ca304404b7f37e23291b5658,acled_sub_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,TRUE,0.25,5,sub_event_type,0.1696,53,0.4324,0.4251,0.967,0.5906,0.4395,0.4372,0.9457,0.5979,0.8,1,1,5,7,1,0.05,1,1,0.8,0.25,5,sub_event_type
acled_sub_rain_text_conflict_0.25_5,eb6dbd221bb8468b99294ae72e233e5c,acled_sub_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,FALSE,0.25,5,sub_event_type,0.3791,797,0.4415,0.4213,1,0.5928,0.3872,0.4259,1,0.5974,0.6,10,0.1,1,3,1,0.01,5,0.6,0.8,0.25,5,sub_event_type
acled_sub_rain_text_all_0.25_4,8753b9b487d84858943a74ef2a31f401,acled_sub_rain_text_all,FALSE,TRUE,TRUE,FALSE,FALSE,0.25,4,sub_event_type,0.1287,797,0.4251,0.4213,1,0.5928,0.4558,0.4259,1,0.5974,0.6,5,1,5,7,1,0.05,0,0.6,0.6,0.25,4,sub_event_type
acled_sub_rain_text_all_pca_0.25_5,41c675e40dbf432ea73fb18247ffce57,acled_sub_rain_text_all,FALSE,TRUE,TRUE,FALSE,TRUE,0.25,5,sub_event_type,0.0315,72,0.4163,0.4213,1,0.5928,0.412,0.4259,1,0.5974,0.6,1,0.1,1,3,0,0.1,1,0.6,0.6,0.25,5,sub_event_type
acled_sub_rain_text_all_0.25_5,f9e8e41e4da748ec9995b5976e2dbfd8,acled_sub_rain_text_all,FALSE,TRUE,TRUE,FALSE,FALSE,0.25,5,sub_event_type,0.0726,797,0.4338,0.4213,1,0.5928,0.4023,0.4259,1,0.5974,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.25,5,sub_event_type
acled_event_rain_text_conflict_0.25_4,b5053c89d4044fd28db19a6d692c72cf,acled_event_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,FALSE,0.25,4,event_type,0.2226,779,0.4808,0.4213,1,0.5928,0.3989,0.4259,1,0.5974,0.8,1,0,5,3,1,0.03,0,0.8,0.6,0.25,4,event_type
acled_event_rain_text_conflict_pca_0.25_5,8ee52e30d9e646dda8dbcf762cd2ae3a,acled_event_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,TRUE,0.25,5,event_type,0.3102,35,0.4153,0.4213,1,0.5928,0.4709,0.4259,1,0.5974,0.8,5,0.1,3,7,0,0.01,0,0.6,0.6,0.25,5,event_type
acled_event_rain_text_conflict_0.25_5,a9d15e8fbd904bfaa518f00244cb581a,acled_event_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,FALSE,0.25,5,event_type,0.0425,779,0.4099,0.4213,1,0.5928,0.4348,0.4259,1,0.5974,0.6,1,1,1,3,0,0.1,1,0.6,0.8,0.25,5,event_type
acled_event_rain_text_all_0.25_4,59cddcc0b19e40fb8919aba3dd4332d5,acled_event_rain_text_all,FALSE,TRUE,TRUE,FALSE,FALSE,0.25,4,event_type,0.057,779,0.4722,0.4213,1,0.5928,0.4077,0.4259,1,0.5974,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.25,4,event_type
acled_event_rain_text_all_pca_0.25_5,6e1587eb2b68413b935232421e7c6d6b,acled_event_rain_text_all,FALSE,TRUE,TRUE,FALSE,TRUE,0.25,5,event_type,0.119,54,0.4359,0.4213,1,0.5928,0.3983,0.4259,1,0.5974,0.6,1,1,1,3,1,0.05,3,0.8,0.8,0.25,5,event_type
acled_event_rain_text_all_0.25_5,392ff14959a6408abb6a210c259356bd,acled_event_rain_text_all,FALSE,TRUE,TRUE,FALSE,FALSE,0.25,5,event_type,0.0818,779,0.4194,0.4213,1,0.5928,0.4321,0.4259,1,0.5974,0.6,10,0.1,1,5,0,0.05,3,0.8,1,0.25,5,event_type
acled_sub_rain_text_conflict_0.5_4,9508782b839e4c2b8849a1b36a9a7cd8,acled_sub_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,FALSE,0.5,4,sub_event_type,0.3032,797,0.3841,0.3704,1,0.5405,0.3651,0.3796,1,0.5503,0.6,5,1,1,5,1,0.01,5,0.8,1,0.5,4,sub_event_type
acled_sub_rain_text_conflict_pca_0.5_5,29fd056353394f2b9ecb54cb05841034,acled_sub_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,TRUE,0.5,5,sub_event_type,0.0639,53,0.3496,0.3709,0.9875,0.5392,0.3882,0.3969,0.939,0.558,0.6,1,0,3,3,1,0.1,0,0.8,1,0.5,5,sub_event_type
acled_sub_rain_text_conflict_0.5_5,9fba175f97a64e2d95a4ae472636b373,acled_sub_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,FALSE,0.5,5,sub_event_type,0.0806,797,0.3574,0.3721,1,0.5424,0.3914,0.3814,1,0.5522,0.8,1,1,3,3,1,0.1,3,1,0.6,0.5,5,sub_event_type
acled_sub_rain_text_all_0.5_4,6f67e91a596c4169b768a4c20b78c582,acled_sub_rain_text_all,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,4,sub_event_type,0.1606,797,0.3433,0.3704,1,0.5405,0.3869,0.3796,1,0.5503,0.6,5,0,5,5,5,0.03,3,1,0.8,0.5,4,sub_event_type
acled_sub_rain_text_all_pca_0.5_5,aafcfc45a9fc41e68aa19f53444d01af,acled_sub_rain_text_all,FALSE,TRUE,TRUE,FALSE,TRUE,0.5,5,sub_event_type,0.0862,72,0.3447,0.3704,1,0.5405,0.3606,0.3796,1,0.5503,0.8,1,0,5,3,5,0.05,0,0.6,0.8,0.5,5,sub_event_type
acled_sub_rain_text_all_0.5_5,c6891189796b4bc8a844733c9875c8c5,acled_sub_rain_text_all,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,5,sub_event_type,0.2511,797,0.338,0.3692,0.9875,0.5374,0.3969,0.378,0.9634,0.543,0.6,10,2,5,3,1,0.05,5,0.6,0.8,0.5,5,sub_event_type
acled_event_rain_text_conflict_0.5_4,2f512a992570422f8bebaee6d788bfa4,acled_event_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,FALSE,0.5,4,event_type,0.2875,779,0.3742,0.3838,0.95,0.5468,0.3591,0.3552,0.7927,0.4906,0.6,10,0.1,1,7,0,0.03,0,0.8,1,0.5,4,event_type
acled_event_rain_text_conflict_pca_0.5_5,c58be28eecaa4c16b86f9dfac725cef2,acled_event_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,TRUE,0.5,5,event_type,0.1178,35,0.3554,0.3883,1,0.5594,0.4201,0.3938,0.9268,0.5527,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.5,5,event_type
acled_event_rain_text_conflict_0.5_5,ba44387aa658425f964b35f5d16bba5e,acled_event_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,FALSE,0.5,5,event_type,0.2472,779,0.3597,0.3704,1,0.5405,0.3732,0.3785,0.9878,0.5473,0.8,10,1,1,5,1,0.03,0,0.6,1,0.5,5,event_type
acled_event_rain_text_all_0.5_4,879656d8164c4d3cb488e778190f1fa0,acled_event_rain_text_all,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,4,event_type,0.3372,779,0.3731,0.3704,1,0.5405,0.4008,0.3796,1,0.5503,0.6,10,2,3,5,5,0.01,1,1,0.8,0.5,4,event_type
acled_event_rain_text_all_pca_0.5_5,beacc68ce0424eaf9666e02d57a34932,acled_event_rain_text_all,FALSE,TRUE,TRUE,FALSE,TRUE,0.5,5,event_type,0.1474,54,0.3231,0.3704,1,0.5405,0.4,0.3839,0.9878,0.5529,0.6,1,0,3,5,5,0.03,5,0.8,0.8,0.5,5,event_type
acled_event_rain_text_all_0.5_5,9526a3620ab64cbe8b1d3cdb08f32b3e,acled_event_rain_text_all,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,5,event_type,0.0596,779,0.3409,0.3704,1,0.5405,0.3832,0.3796,1,0.5503,1,1,0.1,3,3,0,0.05,0,0.8,0.8,0.5,5,event_type
acled_sub_rain_text_conflict_1_4,8e2712656d1246b6b22f21038a337736,acled_sub_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,FALSE,1,4,sub_event_type,0.2248,797,0.3368,0.3023,0.9848,0.4626,0.3959,0.2698,1,0.4249,0.6,5,0,3,3,0,0.03,3,0.6,1,1,4,sub_event_type
